ID	Name	Description
living-lamp	Living Lamp	Wondrous item, rare Crafted by: Fire Giant Heart x1 (Blacksmith) While holding this 1-foot-tall lamp, you may speak a command word as an action to cause it to do any of the following: Cast bright light in a 15-foot radius and dim light for an additional 30 feet. Cast bright light in a 60-foot cone and dim light for an additional 60 feet. Cast bright light in a 30-foot radius and dim light for an additional 30 feet. In this mode, you may adjust the lamp as an action to reduce the light to dim light in a 5-foot radius. While holding the lamp, you may speak the command word again as an action to change it to any of the other lighting options, turn the lamp off, or to make it so that the light emitted is only visible to the creature holding the lamp. The fire inside this lamp never runs out of fuel and can burn indefinitely in any environment in which fire is capable of burning. 
loupe-of-the-depths	Loupe of the Depths	Wondrous item, legendary (requires attunement) Crafted by: Kraken Eye x2 (Artificer) This item has 9 charges. While holding this loupe to your eye, you have advantage on any Intelligence checks made to gain knowledge on a nautical or aquatic subject. In addition, you may spend an action and 1 or more charges to do any of the following: You gain truesight out to a range of 120 feet for one hour (1 charge). You gain telepathy out to a range of 120 feet for one hour. This telepathy allows you to communicate with marine life who are capable of responding with basic emotions and images, however you gain no special ability to command them (1 charge). You gain the ability to understand the waves and the wind for the next 24 hours. During this time, you automatically succeed on any ability check to navigate a course at sea (2 charges). You magically create up to three bolts of lightning, each of which can strike a target you can see within 120 feet of you. A target must make a DC 23 Dexterity saving throw, taking 4d10 lightning damage on a failed save, or half as much damage on a successful one (1 charge per lightning bolt). This item regains 1d8 charges daily at dawn.
lycan-gas	Lycan Gas	Poison, rare Crafted by: Lycanthrope Blood x1 (Alchemist) This vial of silvery white gas reacts strongly with air and expands to a 30-foot radius cloud as soon as the vial is opened. Any creature that starts their turn in the cloud must succeed on a Constitution saving throw or be cursed with lycanthropy. The type of lycanthropy and the DC depends on the type of lycan this gas was created from as outlined in the table below. The gas cloud remains for 1 minute before dispersing naturally. It may be dispersed early by a strong wind such as that created by the gust of wind spell.
magical-dowsing-rod	Magical Dowsing Rod	Wondrous item, rare Crafted by: Arcana Ganglia x1 (Tinker) This item forms a Y-shape with two handles and a pointing extension. When a creature holds the handles, the pointing extension moves until it is pointing at the nearest magical object within 120 feet (itself excluded). This item will not point at magical objects within 120 feet that are covered by 1 foot of stone, 1 inch of common metal, a thin sheet of lead, or 3 feet of wood or dirt.
magmin-pan	Magmin Pan	Wondrous item, common Crafted by: Magmin Shell x1 (Tinker) While holding this 1-foot diameter pan, you may speak its command word to cause it to heat itself to any degree up to 400 degrees Fahrenheit. You may speak the command word again to change its temperature again or turn it off entirely.
manticore-cloak	Manticore Cloak	Wondrous item, uncommon Crafted by: Manticore Wing x2 (Leatherworker) While wearing this cloak, you have advantage on Wisdom (Survival) checks made to track the location of chimeras, griffons, perytons, wyverns, and dragons (true dragons only).
mask-of-fear	Mask of Fear	Wondrous item, rare (requires attunement) Crafted by: Chain Devil Eye x2 (Artificer) When a creature you can see starts its turn within 30 feet of you while you are wearing this mask, you can create the illusion that you look like one of the creature’s departed loved ones or bitter enemies. If the creature can see you, it must succeed on a DC 14 Wisdom saving throw or be frightened until the end of its turn. Once you have used this ability once, it cannot be used again until you finish a short rest.
medusa-helm	Medusa Helm	Wondrous item, rare (requires attunement) Crafted by: Medusa Head x1 (Blacksmith) This full helmet is magically fused with the head of a medusa to recreate its petrifying gaze. While wearing this helmet, you may spend your action to open or close the visor; closing the visor causes the medusas visage to be complete and activates this item’s ability. While this item’s ability is active, any creature within 30 feet of you that you can see and who can see you, must make a DC 14 Constitution saving throw. If the saving throw fails by 5 or more, the creature is instantly petrified. Otherwise, a creature that fails the save begins to turn to stone and is restrained. The restrained creature must repeat the saving throw at the end of its next turn, becoming petrified on a failure or ending the effect on a success. The petrification lasts until the creature is freed by the greater restoration spell or other magic. The medusa’s visage only possesses enough magic to allow its petrifying gaze ability to function for 1 minute. Anytime this item is used, subtract the amount of time it is used from this minute. Once this time has been expended, this item loses its magical property. This item regains all expended time upon the next dawn.
medusa-whip	Medusa Whip	Weapon (whip), rare (requires attunement) Crafted by: Medusa Hair x1 bundle (Leatherworker) This weapon has 6 charges. When you successfully hit a creature with this weapon, you may choose to expend 1 or more charges from this weapon. If you do, you add 1d6 poison damage to your damage roll for every charge expended. This weapon regains 1 charge every hour.
merrow-amulet	Merrow Amulet	Wondrous item, uncommon (requires attunement) Crafted by: Merrow Heart x1 (Artificer) While wearing this amulet you can breathe both air and water and you know the Abyssal and Aquan languages.
metal-detector	Metal Detector	Wondrous item, uncommon Crafted by: Rust Monster Antenna x2 (Tinker) While holding this pair of rods in each hand, you may speak a command word to cause them to react to ferrous metal within 30 feet. When within 30 feet of ferrous metal, these rods will vibrate slightly, with the vibrations becoming more intense as they get closer to an item made of ferrous material. 
mezzoloth-mail	Mezzoloth Mail	Armour (plate), rare (requires attunement) Crafted by: Mezzoloth Chitin x1 (Blacksmith) While wearing and attuned to this armour, you gain the ability to speak Abyssal and Infernal if you did not know them already. You also gain resistance to poison and acid damage.
mimic-gel	Mimic Gel	Oil, uncommon Crafted by: Mimic Gel x1 vial (Alchemist) This vial contains enough gel to cover an item no larger than one square foot in surface area. Completely covering an item in this gel and then leaving it for an hour causes it to meld with the gel, giving it a permanent enchantment. While a creature is holding an item melded with mimic gel, they may spend an action to change its appearance to anything else of the same approximate size and configuration. This appearance change is an illusion only and fails to hold up to physical inspection. Otherwise, a creature can use its action to inspect the item and discern its true nature by succeeding on a DC 13 Intelligence (Investigation) check. 
mind-whip	Mind Whip	Weapon (whip), rare (requires attunment) Crafted by: Mind Flayer Tentacle x4 (Leatherworker) When you make a grapple check, you may choose to do so with this whip instead of using your free hand. If you do so and if you succeed on the grapple check, you may force the grappled creature to succeed on a DC 15 Intelligence saving throw or be stunned until the grapple ends. While grappling a creature, this whip may not be used to attack another target. Once this ability has been used 4 times in a day, it cannot be used again until the next dawn.
minotaur-compass	Minotaur Compass	Wondrous item, uncommon Crafted by: Minotaur Heart x1 (Artificer) When you hold this compass and focus on a location that you have been to, this compass points you in the direction you would need to take to retrace your steps back to that location, so long as it is on the same plane of existence as you. This may not necessarily be the fastest or the most direct route, especially if you have taken many detours since leaving that location last. 
monocle-of-focus	Monocle of Focus	Wondrous item, rare (requires attunement) Crafted by: Cyclops Eye x1 (Artificer) While wearing this item, you may spend an action to focus on a creature you can see within 60 feet of you and designate them as your target. You never suffer from disadvantage when you make weapon attacks against your target, and any opportunity attacks you make against your target is done at advantage. If you lose sight of your target, or if you make an attack against a creature that is not your target, this effect ends immediately. 
mood-cap	Mood Cap	Wondrous item, common Crafted by: Flumph Membrane x1 (Leatherworker) This cap is usually translucent, but changes colour to match the mood of its wearer, as described below:
moon-muzzle-mixture	Moon Muzzle Mixture	Potion, rare Crafted by: Lycanthrope Blood x1 vial (Alchemist) Drinking this potion completely cures a creature of lycanthropy if taken before that creature experiences its first full moon as a lycanthrope. If drunk after that, or if drunk by a natural born lycanthrope, a lycanthrope is able to ignore the usual transformative effects of the full moon for the next 28 days.
mummy-rot-juice	Mummy Rot Juice	Potion, rare Crafted by: Mummy Dust 1x small pouch (Alchemist) A noxious potion brewed from the corpse dust of a mummy. It carries much of the lethal mummy rot that the cursed creatures are known for. This potion has a murky brown colour and smells roughly like an opened tomb; however, the smell can be covered easily enough with an overpowering scent. When you drink this potion, you must succeed on a DC 12 Constitution saving throw or be cursed with mummy rot. While cursed, you cannot regain hit points, and your hit point maximum decreases by 3d6 for every 24 hours that elapse. If the curse reduces your hit point maximum to 0, you die, and your body turns to dust. This curse lasts until removed by the remove curse spell or other magic.
negative-energy-crystal	Negative Energy Crystal	Wondrous item, very rare Crafted by: Death Tyrant Eye x1 (Artificer) This roughly basket sized crystal generates a 150-foot radius field of negative energy that disrupts the natural flow of life in the area. While in this field, creatures cannot regain hit points, and any humanoid that dies inside it rises one round later as a zombie. This field passes through all solid objects except a layer of silver that is at least 1/2 inch thick. This crystal cannot be deactivated and only stops functioning if it is destroyed.The crystal has 30 hit points, 15 AC and is immune to poison and psychic damage. 
night-hag-dreamcatcher	Night Hag Dreamcatcher	Wondrous item, uncommon Crafted by: Night Hag Hair x1 small pouch (Thaumaturge) A creature that sleeps with their head under this item only has good dreams and are immune to any magical effect that would affect its sleep in a negative way. If two creatures sleep under this item, there is a 50 per cent chance that they will enter a shared dream in which they may interact with each other freely. 
nightmare-skull	Nightmare Skull	Wondrous item, rare Crafted by: Night Hag Skull x1 (Thaumaturge) A creature that sleeps within 30 feet of this item is racked with bad dreams and receives no benefit from that sleep. In addition, while holding this item, you may cast the sleep spell at 2nd level. Once this ability has been used once, it cannot be used again until the next dawn.
obfuscation-pigments	Obfuscation Pigments	Wondrous item, uncommon Crafted by: Displacer Blood x1 vial (Alchemist) This pot contains enough paint to cover up to 10 square feet of surface area. Any object completely covered by this paint becomes covered in a unique enchantment that makes it elusive and difficult to recognise for the next hour.Although the object remains the same visually, it becomes psychologically blocked out by any creature that is not already aware of its presence. For example, even if this dagger was seen by random strangers on the street, they would not cognitively recognise it and would most likely ignore it unless forced to interact with it.Any attempt to find an item covered in this paint by someone actively searching for it is rolled at disadvantage. However, a creature that touches an item covered in this paint, or who is verbally informed of its presence, ceases to be influenced by this paint’s ability.
ocean-master-paint	Ocean Master Paint	Wondrous item, rare Crafted by: Dragon Turtle Blood x1 gallon (Alchemist) This bucket contains 1 gallon of paint which is capable of coating 10 square feet of material. Coating 100 square feet of material takes 10 minutes. Anytime a creature with either the amphibious or water breathing trait, and an Intelligence score of less than 10 attempts to move within 20 feet of a coated object, they must roll a DC 15 Wisdom saving throw. On a failure, that creature must instead use all of its available speed to move away from the coated object or creature by the safest route possible. If there is no safe route to use, it instead stays where it is and loses the rest of its speed for that turn. A coated object stays coated for 24 hours. Applying a new coat refreshes the 24-hour duration. 
oni-amulet	Oni Amulet	Wondrous item, very rare (requires attunement) Crafted by: Oni Heart x1 (Artificer) The heart of an oni, transfigured into a dark crystal. It seems to pulse with the corrupted radiance of the night, and those that gaze at it long enough swear they can see two pinpricks of white gazing back at them. While attuned to this amulet, you become more oni-like as your eyes become black with large white pupils, and two small, white, ivory nubs grow out of your forehead. If you are both wearing and attuned to this amulet, you gain the following benefits:  You may spend a bonus action to summon a magical glaive into your empty hand. You are proficient in wielding this glaive if you weren’t already before. In addition, if for whatever reason you grow in size, this glaive grows in proportion with you and deals an additional 1d10 damage if you become larger than Medium sized. This glaive disappears if it is out of your hand for more than 1 minute. You gain darkvision out to 60 ft. You gain proficiency in the Deception skill if you did not have it already. You can speak and understand Giant if you could not already. You may cast the charm person spell once per day. Your spell DC for the casting of this spell is 8 + your Charisma modifier + your proficiency bonus. 
otyugh-whip	Otyugh Whip	Weapon (whip), rare Crafted by: Otyugh Tentacle x1 (Leatherworker) You gain a +1 to attack and damage rolls made with this weapon. When you hit a Medium or smaller sized creature with this weapon, you may make a grapple check against them as a free action, using the whip to grapple instead of your free hand. This ability can only be used once per turn. While you have a creature grappled in this way, you may not attack with this whip.
paralyzing-dust	Paralyzing Dust	Wondrous item, uncommon Crafted by: Ghoul Claw x1, or Ghast Claw x1 (Alchemist) You may spend an action to blow this pouch of grey dust into the face of a non-undead creature within 5 feet of you. That creature must succeed on a DC 10 Constitution saving throw or be paralyzed for 1 minute. That creature may repeat the saving throw at the end of each of its turn, ending the effect on a success.If this dust is dissolved into a liquid first and then drunk by a non-undead creature, they automatically fail the save and all subsequent saves for the next minute. 
petrifying-dagger	Petrifying Dagger	Weapon (dagger), uncommon (requires attunement) Crafted by: Cockatrice Beak x1 (Blacksmith) If this dagger strikes any non-living organic matter that is smaller than half a cubic foot in volume, it is instantly turned to stone for 24 hours. If a tiny creature is hit by this dagger, they must succeed on a DC 11 Constitution saving throw against being magically petrified. On a failed save, the creature begins to turn to stone and is restrained. It must repeat the saving throw at the end of its next turn. On a success, the effect ends. On a failure, the creature is petrified for 24 hours. 
pillow-of-perfect-rest	Pillow of Perfect Rest	Wondrous item, uncommon Crafted by: Couatl Feather x1 large pouch (Artificer) This pillow is stuffed with couatl feathers and is extraordinarily soft and comfortable. A creature sleeping on this pillow only has good dreams and only requires half their usual sleeping time in order to feel properly rested (the length of a long rest is unaffected though). In addition, a creature sleeping on this pillow is immune to scrying attempts and to any effect that would sense its emotions, read its thoughts, or detect its location. It is also immune to any magical effect that would affect its sleep, such as the spell dream. Only one creature may benefit from this pillow’s effect at a time. 
poison-lung	Poison Lung	Wondrous item, very rare Crafted by: Poison Canister x1 (Tinker) This item resembles an iron cylinder attached to a leathery sack capable of being filled with air. While holding this item, you may spend an action to squeeze the sack to release a 15-foot cone of poisonous gas in front of you. Each creature in that area must make a DC 19 Constitution saving throw, taking 10d8 poison damage on a failed save, or half as much on a successful one. Once used, this item may not be used again for another 1d8 hours. 
potion-of-bravery	Potion of Bravery	Potion, uncommon Crafted by: Bearded Devil Blood x1 vial (Alchemist) When you drink this potion, you become immune to the fear condition for 1 hour. This potion is a pale gold colour with a thick consistency.
potion-of-celestial-might	Potion of Celestial Might	Potion, very rare Crafted by: Empyrean Blood x1 vial (Alchemist) When you drink this potion, you regain hit points equal to half of your maximum hit points, and you gain advantage on saving throws against spells and other magical effects for the next minute. This potion gleams a bright gold at all times. 
potion-of-desecration	Potion of Desecration	Potion, very rare Crafted by: Cursed Blood x1 vial (Alchemist) When you drink this potion, you become cursed. While cursed in this way, you gain darkvision out to 120 ft. if you did not have it already, and whenever you receive necrotic damage, you instead heal the amount of damage you would have taken. In addition, whenever an undead creature with less than 10 Intelligence targets you with a harmful attack or spell, it must first make a DC 18 Wisdom saving throw. On a failed save, the creature must choose a new target or lose the attack or spell.Every night at midnight while cursed, you must succeed on a DC 18 Wisdom saving throw or become dominated by the death knight from whose blood this potion was crafted, as if under the effect of the dominate person spell, but with an indefinite duration, no concentration required, and unlimited range. The death knight is aware of this taking place unless it is on a different plane of existence. This curse can only be removed if the death knight from whom the blood was taken is permanently destroyed, after which point the curse immediately ends.
potion-of-detect-thoughts	Potion of Detect Thoughts	Potion, uncommon Crafted by: Flumph Brain x1 (Alchemist) When you drink this potion, you gain the effect of the detect thoughts spell. This potion is completely clear except for a small pink blog floating in the centre of it.
potion-of-dragonstrength	Potion of Dragonstrength	Potion, uncommon (wyrmling), rare (young), very rare (adult), legendary (ancient) Crafted by: Dragonblood x1 vial (Alchemist) The rarity and strength of this potion differs depending on the age category of the dragon it was harvested from. When you drink this potion, you recover hit points corresponding to the rarity of the potion. In addition, you gain resistance to the damage type of the dragon it was crafted from for 1 hour. 
potion-of-elemental-tempering	Potion of Elemental Tempering	Potion, uncommon Crafted by: Remorhaz Blood x1 vial or Adult Remorhaz Blood x1 (Alchemist) When you drink this potion, you become comfortable even if you are in extreme weather. For the next 24 hours, you automatically succeed any saving throw against exhaustion triggered by being in an extremely cold or an extremely hot environment. This potion is constantly bubbling as if boiling and also has a small shard of ice in it that never melts despite the ambient temperature.
potion-of-infernal-vitality	Potion of Infernal Vitality	Potion, very rare Crafted by: Pit Fiend Blood x1 vial (Alchemist) When you drink this potion, you recover 8d4+8 hit points and you gain a fiendish constitution for the next 1d4 hours. During this time, you gain resistance to cold, fire, and poison damage as well as damage from nonmagical weapons that aren’t silvered. You also have advantage on saving throws against spells and other magical effects. This potion is a deep crimson and smells strongly of sulfur.
potion-of-magical-madness	Potion of Magical Madness	Potion, rare Crafted by: Kuo-Toa Archpriest Brain x1 (Alchemist) When you drink this potion, you go slightly mad for the next 1d4 hours. While in this state, you gain the ability to sense the presence of any creature within 30 feet of you that is invisible or on the Ethereal Plane. You can pinpoint such a creature that is moving. If you are a spellcaster, you also gain the ability to cast any spell on the cleric spell list (excluding cantrips) for which you would have spell slots available. Any time you cast a spell known in this way, you suffer psychic damage equal to the spell level of that spell multiplied by 3. This damage is unmitigable in any way. Any attempt to record the knowledge of these spells fails as they inevitably become incomprehensible ramblings to you once the madness fades.
potion-of-ogre-strength	Potion of Ogre Strength	Potion, uncommon Crafted by: Half-Ogre Blood x1 vial (Alchemist) When you drink this potion, you Strength score changes to 17 for one hour. This potion has no effect on you if your Strength score is equal to or greater than that score. This potion is a pale yellow with a reddish tinge.
potion-of-poison-immunity	Potion of Poison Immunity	Potion, rare Crafted by: Yuan-Ti Blood x1 vial (Alchemist) When you drink this potion, you become immune to poison damage and the poisoned condition for the next 12 hours. This potion is green with small bubbles on the top.
potion-of-pollution-breathing	Potion of Pollution Breathing	Potion, rare Crafted by: Hezrou Blood x1 vial (Alchemist) When you drink this potion, you become able to breathe in even the most polluted areas. You automatically succeed any Constitution saving throw provoked by breathing in a polluted, poisoned, or diseased air. 
potion-of-rage	Potion of Rage	Potion, uncommon Crafted by: Barlgura Bile x1 vial (Alchemist) When you drink this potion, any Strength melee weapon attack you make gains a +2 bonus to its damage roll and is rolled at advantage, however any attack made against you is also rolled with advantage. In addition, anytime you are damaged by a creature you can see, you must succeed on a DC 13 Wisdom saving throw or be forced to spend your next action making a melee weapon attack against the creature that damaged you, using your movement speed to get as close to them as possible, including any potential dash action. This potion is a bright red with angry bubbles constantly rising to its surface.
potion-of-rapport	Potion of Rapport	Potion, uncommon Crafted by: Rapport Spores x1 small pouch (Alchemist) This bottle of potion contains enough potion for 4 doses. For the next hour after you drink a dose of this potion, you are able to telepathically communicate with any other creature that has drunk a dose of this potion within the past hour so long as they are within 150 feet of you.
potion-of-reflexes	Potion of Reflexes	Potion, very rare Crafted by: Marilith Blood x1 vial (Alchemist) When you drink this potion, you gain one reaction on every turn in a combat. This effect lasts for 1 minute, after which you must succeed on a DC 15 Constitution saving throw or gain 1 level of exhaustion. This potion is completely clear except for one cloudy grey portion that darts around in the liquid towards anything holding the bottle.
potion-of-ruined-flesh	Potion of Ruined Flesh	Potion, common Crafted by: Fomorian Growth x1 (Alchemist) When you drink this potion, you must succeed on a DC 14 Constitution saving throw or break out in severe boils all over your body and have all your bodily hair fall off. This condition remains for 24 hours, after which you return to your normal state, including the regrowth of all the hair you may have lost.
potion-of-sensing	Potion of Sensing	Potion, uncommon Crafted by: Kuo-Toa Brain x1 (Alchemist) When you drink this potion, you gain the ability to sense the presence of any creature within 30 feet of you that is invisible or on the Ethereal Plane. You can pinpoint such a creature that is moving. This incredibly fishy smelling potion is a sickly purple colour with cloudy segments that take a more distinct shape when you hold it and imagine things.
potion-of-sickness	Potion of Sickness	Potion, uncommon Crafted by: Manes Vapour x1 vial (Alchemist) When you drink this potion, you become sick with mane disease for 1d12 hours. While sick in this way, your nose becomes runny and your eyes watery, causing you to have disadvantage on Wisdom (Perception) checks that rely on sight. However, your relatively mild sickness also boosts your immune system, giving you advantage on Constitution saving throws against being poisoned and other diseases. This potion is a pale grey colour with a string of liquid in it that resembles watery mucus.
potion-of-sloth	Potion of Sloth	Potion, rare Crafted by: Horned Devil Blood x1 vial (Alchemist) When you drink this potion, you become overwhelmed with feelings of sluggishness and laziness for the next 10 minutes. While under the effects of this potion, you are unable to take Dash action, and whenever any other action on your turn, you must succeed on a DC 14 Wisdom saving throw or waste that action. The bottom of this brown potion contains a sediment that never moves no matter how much the bottle is shaken.
potion-of-stamina	Potion of Stamina	Potion, uncommon Crafted by: Pegasus Blood x1 vial (Alchemist) When you drink this potion, you gain a sense of inner strength and vitality. For the next 24 hours, whenever you roll a saving throw to resist an effect that causes exhaustion, you may make that roll at advantage. This potion is a bright blue with what looks like electricity running through it occasionally.
potion-of-speak-with-plants	Potion of Speak With Plants	Potion, uncommon Crafted by: Blight Pollen x1 small pouch (Alchemist) When you drink this potion, you gain the effect of the speak with plants spell. The potion is a cloudy green with what looks like pollen floating in it.
potion-of-the-sahuagin	Potion of the Sahuagin	Potion, uncommon Crafted by: Sahuagin Blood x1 vial (Alchemist) This potion uses a sahuagin’s blood as a base along with various seaweeds, seashells, and fish scales to produce a mutagenic effect in those who drink it. For the next 10 minutes after drinking this potion, you gain the following benefits: A swim speed equal to your move speed. The ability to breathe in both air and water. Advantage on any melee attack rolls against any creature that doesn’t have all its hit points. When you drink this potion, you must also succeed on a DC 10 Constitution saving throw or undergo a permanent mutation into a sahuagin. As a sahuagin, you lose all of your previous racial traits and instead gain a swim speed of 40 ft., the blood frenzy, limited amphibiousness, and shark telepathy traits from the sahuagin's statblock, and your alignment changes to lawful evil. This mutation can only be cured by a greater restoration spell or similar magic.
potion-of-the-sea	Potion of the Sea	Potion, very rare Crafted by: Kraken Blood x1 (Alchemist) When you drink this potion, you gain several properties of the kraken for the next hour. During this time, you have a swim speed of 60 feet, can breathe freely in water and gain immunity to lightning damage. 
potion-of-the-siege	Potion of the Siege	Potion, rare Crafted by: Goristro Blood x1 vial (Alchemist) When you drink this potion, you gain the “enlarge” effect of the enlarge/reduce. In addition, you gain a Strength score of 25 if it was lower than that before, and all of your attacks deal double damage to objects and structures. This potion seems to throb with a dull energy every few seconds, and glass containers holding it seem to crack slightly. 
potion-of-winterbite	Potion of Winterbite	Potion, rare Crafted by: Ice Devil Blood x1 vial (Alchemist) When you drink this potion, your physiology changes entirely and your blood becomes icy cold for 1d4 hours. During this time, you are immune to cold damage, and any time a creature within 5 feet of you hits you with an attack that deals piercing or slashing damage, they suffer 2d6 cold damage. This potion is bright blue with frost constantly encasing the glass.
potion-of-winter-s-rest	Potion of Winter’s Rest	Potion, rare Crafted by: Yeti Eye x1 (Alchemist) This potion is constantly cool to the touch and appears to have snowflakes floating in the middle of it. If you willingly drink this potion, you enter a comatose state and fall unconscious and then immediately become encased in a block of ice that extends half a foot away from your body in either direction. While inside this ice block, you are considered behind total cover in all directions. You also do not age, require food, drink, or sleep, and any physical ailments including diseases and poisons halt their effect. If you were on 0 hit points you are also instantly stabilised. You instantly wake up if the ice block is destroyed, and all of these effects end. The ice block has AC 12, 30 hit points, is immune to psychic and poison damage and is vulnerable to fire damage. The ice block does not melt under non-magical sources of heat. If you unwillingly drink this potion, you may make a DC 13 Constitution saving throw to avoid being encased in the ice block, taking only 3d6 cold damage instead. 
purple-piercer	Purple Piercer	Weapon, (spear, lance, or pike), very rare (requires attunement) Crafted by: Purple Worm Stinger x1 (Blacksmith) This weapon possesses a wickedly curved head, taken from the stinger of a purple worm. You gain +3 to attack and damage rolls made with this weapon. Once per day, you may use a bonus action to cause the spearhead to secrete purple worm venom. The next time you successfully hit a creature with this weapon, the target must succeed on a DC 19 Constitution saving throw, taking 12d6 poison damage on a failed save, or half as much damage on a successful one. 
remorhaz-plate	Remorhaz Plate	Armour (plate), very rare (requires attunement) Crafted by: Young Remorhaz Carapace x1 or Adult Remorhaz Carapace x1 (Blacksmith) This full set of plate armour was crafted from the insectoid carapace of a remorhaz. While wearing this armour, you have resistance to both fire and cold damage. If this was crafted from an Adult Remorhaz Carapace, you also gain a +1 bonus to AC while wearing this armour. 
repelling-candle	Repelling Candle	Wondrous item, common Crafted by: Ogre Fat x1 vial (Alchemist) This pale-yellow candle is made from ogre tallow and emits a powerful odour when burned. Any beast that possesses the keen smell trait or similar that starts their turn within 100 feet of this lit candle, must succeed on a DC 12 Constitution saving throw or be forced to spend their turn moving as far away from this candle as safely possible. A creature that succeeds on this saving throw is immune to this effect for 24 hours. This item otherwise acts as a normal candle and will last for a total of 1 hour while lit.
ring-of-storm-giant-growth	Ring of Storm Giant Growth	Wondrous item, very rare (requires attunement) Crafted by: Roc Heart Piece x1 (Artificer) While wearing this ring, you may speak the command word to grow to the size of a storm giant for 10 minutes. If there isn’t enough space, this ability fails. Your weapons and carried equipment grow with you while you are under this effect. While under this effect, you are considered a Huge creature and gain the following benefits: Your Strength score is considered 29 You gain temporary hit points equal to your Constitution modifier multiplied by your character level You gain immunity to lightning damage. As an action, you may hurl a lightning bolt at a point you can see within 500 feet. Each creature within 10 feet of that point must make a DC 17 Dexterity saving throw, taking 12d8 lightning damage on a failed save, or half as much damage on a successful one. Once this ability is used, it may not be used again until the next time the ring is used. Once used, this ring cannot be used again for the next 7 days. 
salamander-fire	Salamander Fire	Oil, uncommon Crafted by: Salamander Blood x1 vial (Alchemist) This vial contains 3 doses. Salamander fire is a highly viscous oil that is incredibly flammable and yet strangely easy to control. You may spend an action to cover a melee weapon in a dose of this oil and set it alight. While on fire in this way, a weapon deals an extra 1d6 fire damage on a successful hit and also sheds bright light out to a distance of 10 feet and dim light for a further 10 feet. The weapon will continue to burn for 1 minute before extinguishing itself. Traditional methods of extinguishing the flame do not work unless they manage to take the oil itself off the melee weapon. 
security-antennae	Security Antennae	Wondrous item, uncommon Crafted by: Remorhaz Antenna x2 (Tinker) These long blue rods are the result of applying additional enchantments to the severed antennae of a remorhaz. As an action, you may speak a command word while holding the antennae and then plant them into soft ground. For the next 8 hours, or until the antennae are removed from the ground, the antennae will mentally alert you if it detects a creature moving on or in the ground within 90 feet. When alerted in this way, you become aware of the distance and direction of the creature, its approximate size, and the speed it is moving. When you plant the antennae in the ground, you may choose for the antennae to not alert you to creatures above or below a certain size of your choosing or creatures moving above or below a certain speed threshold. Once planted, the security antennae cannot be used again for another 16 hours.
sensory-collar	Sensory Collar	Wondrous item, uncommon Crafted by: Otyugh Telepathy Ganglia x1 (Tinker) This collar, made from the same bundle of nerves that grant the brutish otyugh limited telepathy, grants beasts a similar ability. When worn by a beast with an Intelligence score of 6 or less, that beast may transmit simple messages and images to any creature within 120 feet of it. This form of telepathy doesn’t allow the receiving creature to telepathically respond, nor does it necessarily allow the receiving creature to understand a message that has been sent if it does not understand the language used by the beast (if any). As a whole, a beast will tend to send messages of emotions and non-verbal feelings rather than actual worded messages. 
serpent-shield	Serpent Shield	Armour (shield), rare (requires attunement) Crafted by: Yuan-Ti Abomination Scales x1 large pouch (Blacksmith) This shield is plated with scales taken from a yuan-ti abomination and pulses with the residual divine magic of the serpent gods. While wearing this shield, you may spend a bonus action to transform the shield and the arm holding it into a single serpent attached to your shoulder for the next 10 minutes. This shield does not provide any bonus to AC while it is in serpent form. You may make melee weapon attacks with your serpent appendage by having it bite your targets. When used for melee weapon attacks, your serpent appendage is considered to have the finesse, reach, and light properties and deals 1d4 piercing damage plus 1d6 poison damage on a successful hit. You may at any point, spend a bonus action to transform your serpent appendage back into your arm and shield. Once this ability has been used, you may not use it again until the end of your next long rest. 
shadow-amulet	Shadow Amulet	Wondrous item, rare Crafted by: Demonic Imprint x1 (Thaumaturge) When you are holding this item, you may spend an action to summon a shadow demon in an unoccupied space within 5 feet of you (refer to the Monster Manual for the relevant statblock). This shadow demon is friendly towards you and allies that you designate and obeys your commands. The shadow demon has access to all of its normal abilities and features and acts directly after your turn. The shadow demon disappears after 1 minute, if it drops to 0 hit points, you become unconscious, or if it ends its turn more than 30 feet away from the amulet. Whenever the shadow demon is summoned, there is a 10 per cent chance that this item will instead shatter, releasing the shadow demon from the amulet and freeing it from your control. In this case, it rolls for initiative and acts on its own turn, and is unfriendly to any creature around it. It does not disappear unless it is reduced to 0 hit points. 
shadow-wing-cape	Shadow Wing Cape	Wondrous item, rare (requires attunement) Crafted by: Shadowdragon Wing x2 (Leatherworker) While wearing this cape in dim light, you have a flying speed of 20 feet. This flying speed is increased to 40 feet in darkness.
shadowflame-oil	Shadowflame Oil	Oil, rare Crafted by: Shadowflame Ember x1 vial (Alchemist) The oil in this vial can be used to coat up to 5 pieces of slashing or piercing ammunition or one slashing or piercing weapon. Applying the oil takes 1 minute. For the next 10 minutes, any creature successfully hit by this weapon or ammunition takes an extra 2d6 necrotic damage. If this weapon or ammunition kills a creature, a shadow under your control rises from that corpse (refer to the Monster Manual for the relevant statblock). This shadow acts directly after you in the initiative count and disappears after 1 hour or if it or you fall unconscious. 
shell-of-hearing	Shell of Hearing	Wondrous item, uncommon Crafted by: Hooked Horror Cochlea x1 (Tinker) While you have this shell next to your ear, you gain advantage on any Wisdom (Perception) checks that rely on hearing.
